No,Page URL,Catagory Tree,Brand Name,Product Name,Description,Listed Price,Discounted Price,Off,Save,Offer,SKU,Manufacturer Number
61,https://www.jarir.com/sa-en/logitech-g-pro-x-mouse-586256.html,Mouse & Accessories>Logitech G Pro X Superlight Gaming Mouse,Logitech,Logitech G Pro X Superlight Gaming Mouse,Wireless (2.4 GHz RF)| Optical| HERO 100-25600 dpi| Magenta Pink,599,339,43%,260,,586256,910005957
62,https://www.jarir.com/sa-en/corsair-m75-rgb-mouse-635052.html,Mouse & Accessories>CORSAIR M75 WIRELESS Lightweight RGB Gaming Mouse,CORSAIR,CORSAIR M75 WIRELESS Lightweight RGB Gaming Mouse,Bluetooth/Wireless (2.4 GHz RF)| Optical| MARKSMAN 26000 dpi| Black,649,415,36%,234,,635052,CH931D010AP
63,https://www.jarir.com/sa-en/logitech-pro-x-mouse-624038.html,Mouse & Accessories>Logitech G Pro X Superlight 2 Gaming Mouse,Logitech,Logitech G Pro X Superlight 2 Gaming Mouse,Wireless (2.4 GHz RF)| Optical| HERO 100-32000 dpi| Black,749,549,26%,200,,624038,910006631
64,https://www.jarir.com/sa-en/logitech-g-pro-x-mouse-624039.html,,Logitech,Logitech G Pro X Superlight 2 Gaming Mouse,Wireless (2.4 GHz RF)| Optical| HERO 100-32000 dpi| White,749,549,26%,200,,624039,910006639
65,https://www.jarir.com/sa-en/corsair-m75-rgb-mouse-635051.html,Mouse & Accessories>CORSAIR M75 Lightweight RGB Gaming Mouse,CORSAIR,CORSAIR M75 Lightweight RGB Gaming Mouse,Wired| Optical| MARKSMAN 26K| Black,449,269,40%,180,,635051,CH930D010AP
66,https://www.jarir.com/sa-en/glorious-mouse-543031.html,Mouse & Accessories>Glorious Model D Gaming Mouse,Glorious,Glorious Model D Gaming Mouse,Optical Pixart PMW 3360 12000 dpi| Wired| Glossy White,299,129,56%,170,,543031,352228
67,https://www.jarir.com/sa-en/glorious-mouse-543029.html,Mouse & Accessories>Glorious Model D Gaming Mouse,Glorious,Glorious Model D Gaming Mouse,Optical Pixart PMW 3360 12000 dpi| Wired| Glossy Black,299,129,56%,170,,543029,352211
68,https://www.jarir.com/sa-en/logitech-g-mouse-522031.html,,Logitech,Logitech G Pro Gaming Mouse,Optical HERO 100-16000 dpi| Wireless (2.4 GHz RF)| Black,439,319,27%,120,,522031,910005273
69,https://www.jarir.com/sa-en/logitech-g-g502-x-mouse-594136.html,Mouse & Accessories>Logitech G502 X Gaming Mouse,Logitech,Logitech G502 X Gaming Mouse,Optical HERO 100-25600 dpi| Wired| Black,359,249,30%,110,,594136,910006147
70,https://www.jarir.com/sa-en/logitech-g-g502-x-mouse-594135.html,Mouse & Accessories>Logitech G502 X Gaming Mouse,Logitech,Logitech G502 X Gaming Mouse,Optical HERO 100-25600 dpi| Wired| Black,359,249,30%,110,,594135,910006139
71,https://www.jarir.com/sa-en/logitech-g705-mouse-591923.html,Mouse & Accessories>Logitech G705 LIGHTSPEED Gaming Mouse,Logitech,Logitech G705 LIGHTSPEED Gaming Mouse,Optical 100-8200 dpi| Wireless (2.4 GHz RF)| White,399,289,27%,110,,591923,910006368
72,https://www.jarir.com/sa-en/logitech-g305-mouse-510392.html,Mouse & Accessories>Logitech G305 LIGHTSPEED Gaming Mouse,Logitech,Logitech G305 LIGHTSPEED Gaming Mouse,Optical 240-4000 dpi| Wireless (2.4 GHz RF)| Black,249,199,20%,50,,510392,910005283
73,https://www.jarir.com/sa-en/logitech-lightspeed-mouse-537075.html,Mouse & Accessories>Logitech G703 LIGHTSPEED Gaming Mouse,Logitech,Logitech G703 LIGHTSPEED Gaming Mouse,Optical HERO 100-16000 dpi| Wireless (2.4 GHz RF)| Black,499,299,40%,200,,537075,910005641
74,https://www.jarir.com/sa-en/logitech-mouse-565660.html,Mouse & Accessories>Logitech G Pro X Superlight Gaming Mouse,Logitech,Logitech G Pro X Superlight Gaming Mouse,Wireless (2.4 GHz RF)| Optical| HERO 100-25600 dpi| White,499,459,8%,40,,565660,910005943
75,https://www.jarir.com/sa-en/logitech-g903-lightspeed-mouse-536888.html,Mouse & Accessories>Logitech G903 LIGHTSPEED Gaming Mouse,Logitech,Logitech G903 LIGHTSPEED Gaming Mouse,Optical PAW 3366 200-1200 dpi| Wired/Wireless (2.4 GHz RF)| Black,499,429,14%,70,,536888,910005673
76,https://www.jarir.com/sa-en/marvo-g961-mouse-538173.html,Mouse & Accessories>MARVO Scorpion G961 Honey Comb Gaming Mouse,MARVO,MARVO Scorpion G961 Honey Comb Gaming Mouse,Optical Pixart 3389 16000 dpi| Wired| Black,129,99,23%,30,,538173,G961
77,https://www.jarir.com/sa-en/logitech-g303-shroud-mouse-574721.html,Mouse & Accessories>Logitech G303 Shroud Edition LIGHTSPEED Wireless Technology Gaming Mouse,Logitech,Logitech G303 Shroud Edition LIGHTSPEED Wireless Technology Gaming Mouse,Optical HERO 100-25000 dpi| Wireless| Black,549,349,36%,200,,574721,910006106
78,https://www.jarir.com/sa-en/logitech-mouse-565658.html,Mouse & Accessories>Logitech G Pro X Superlight Gaming Mouse,Logitech,Logitech G Pro X Superlight Gaming Mouse,Optical HERO 100-25600 dpi| Wireless (2.4 GHz RF)| Black,599,469,21%,130,,565658,910005881
79,https://www.jarir.com/sa-en/logitech-g403-mouse-537051.html,Mouse & Accessories>Logitech G403 Hero Gaming Mouse,Logitech,Logitech G403 Hero Gaming Mouse,Optical HERO 100-16000 dpi| Wired| Black,239,229,4%,10,,537051,910005633
80,https://www.jarir.com/sa-en/logitech-g-pro-x-mouse-602673.html,Mouse & Accessories>Logitech G Pro X SUPERLIGHT Gaming Mouse,Logitech,Logitech G Pro X SUPERLIGHT Gaming Mouse,Wireless (2.4 GHz RF)| Optical| HERO 100-25600 dpi| Red,499,449,10%,50,,602673,910006785
81,https://www.jarir.com/sa-en/razer-mouse-564444.html,Mouse & Accessories>Razer Viper 8KHz Gaming Mouse,Razer,Razer Viper 8KHz Gaming Mouse,Optical Focus+ 20000 dpi| Wired| Black,369,239,35%,130,,564444,103580100R3M1
82,https://www.jarir.com/sa-en/razer-deathadder-v2-mouse-543050.html,Mouse & Accessories>Razer DeathAdder V2 Gaming Mouse,Razer,Razer DeathAdder V2 Gaming Mouse,Optical Focus+ 20000 dpi| Wired| Black,329,205,37%,124,,543050,103210100R3M1
83,https://www.jarir.com/sa-en/logitech-g703-wireless-mouse-510399.html,Mouse & Accessories>Logitech G703 LIGHTSPEED Gaming Mouse,Logitech,Logitech G703 LIGHTSPEED Gaming Mouse,Optical 200-12000 dpi| Wireless (2.4 GHz RF)| Black,549,399,27%,150,,510399,910005094
84,https://www.jarir.com/sa-en/razer-ultimate-mouse-536702.html,Mouse & Accessories>Razer Viper Ultimate Gaming Mouse,Razer,Razer Viper Ultimate Gaming Mouse,Wireless| Optical| Focus+ 20000 dpi| Black,699,449,35%,250,,536702,103050100R3G1
85,https://www.jarir.com/sa-en/logitech-g915-keyboard-mouse-combo-565653.html,Keyboards & Accessories>Logitech G915 TKL LIGHTSPEED RGB Mechanical Gaming Keyboard,Logitech,Logitech G915 TKL LIGHTSPEED RGB Mechanical Gaming Keyboard,Bluetooth/Wireless (2.4 GHz RF)| for Devices with Windows/macOS| White,999,775,22%,224,,565653,920009664
